Document,Topic,Name,Top_n_words,Probability,Representative_document,index,nom,groupe,date_seance,nb_mots_approx,profession,titre,titre_complet,intervention,sexe,n_y_naissance,label,titre_regexed,contexte,proba_gauche
"Certes, en vertu de l'article 5 du protocole, les avis ne seront pas contraignants, mais il faudrait être bien crédule pour croire que la CEDH rendrait un avis dans un sens puis jugerait dans un autre lorsqu'elle serait saisie par le justiciable auquel la France n'aurait pas appliqué l'avis préalable. Bref, cet article est un artifice auquel seuls les naïfs peuvent croire !",108,108_cnil_saisie_avis_saisir,cnil - saisie - avis - saisir - auquel - parlement - protocole - jurisprudence - élaboration - réglementaire,0.0560422807456966,False,67067,Marine Le Pen,NI,2018-02-15,63,Avocate,discussion générale,protocole no 16 à la convention de sauvegarde des droits de l'homme et des libertés fondamentales > discussion générale,"Certes, en vertu de l'article 5 du protocole, les avis ne seront pas contraignants, mais il faudrait être bien crédule pour croire que la CEDH rendrait un avis dans un sens puis jugerait dans un autre lorsqu'elle serait saisie par le justiciable auquel la France n'aurait pas appliqué l'avis préalable. Bref, cet article est un artifice auquel seuls les naïfs peuvent croire !",F,0.6585365853658537,2.0,discussion générale,protocole no 16 à la convention de sauvegarde des droits de l'homme et des libertés fondamentales,0.8925109
"L'Accord de Nouméa, dont mes collègues et moi-même défendons l'application stricte, comporte trois référendums d'autodétermination. Le présent texte donne les bases de l'organisation du premier référendum.",5,5_référendum_peuple_démocratie_assemblée,référendum - peuple - démocratie - assemblée - vote - populaire - initiative - élus - le - constitution,0.025583581901844992,False,67079,Marine Le Pen,NI,2018-03-13,26,Avocate,discussion générale,consultation sur l'accession à la pleine souveraineté de la nouvelle-calédonie > discussion générale,"L'Accord de Nouméa, dont mes collègues et moi-même défendons l'application stricte, comporte trois référendums d'autodétermination. Le présent texte donne les bases de l'organisation du premier référendum.",F,0.6585365853658537,2.0,discussion générale,consultation sur l'accession à la pleine souveraineté de la nouvelle-calédonie,0.63430434
"Pour ajouter à l'expérience qui vient de nous être rapportée, on assiste en effet à Calais à une situation totalement folle où des associations poussent les clandestins à n'entreprendre aucune procédure, alors que le Gouvernement, lui, les incite à déposer une demande d'asile, sans même savoir s'ils correspondent de près ou de loin aux critères requis pour obtenir l'asile, …",17,17_asile_demandes_nationalité_pays,asile - demandes - nationalité - pays - france - étrangers - étranger - réfugié - française - territoire,0.17111771294646227,False,67097,Marine Le Pen,NI,2018-04-19,60,Avocate,article 5,immigration maîtrisée droit d'asile effectif et intégration réussie > article 5,"Pour ajouter à l'expérience qui vient de nous être rapportée, on assiste en effet à Calais à une situation totalement folle où des associations poussent les clandestins à n'entreprendre aucune procédure, alors que le Gouvernement, lui, les incite à déposer une demande d'asile, sans même savoir s'ils correspondent de près ou de loin aux critères requis pour obtenir l'asile, …",F,0.6585365853658537,2.0,Article X,immigration maîtrisée droit d'asile effectif et intégration réussie,0.9841785
"Et ce n'est pas vous qui faites de la place pour permettre à l'ensemble de ces personnes de se loger, …",12,12_logement_logements_pinel_construire,logement - logements - pinel - construire - ptz - marchands - sommeil - loger - propriété - plus,0.30559699766110915,False,67101,Marine Le Pen,NI,2018-04-19,21,Avocate,article 5,immigration maîtrisée droit d'asile effectif et intégration réussie > article 5,"Et ce n'est pas vous qui faites de la place pour permettre à l'ensemble de ces personnes de se loger, …",F,0.6585365853658537,2.0,Article X,immigration maîtrisée droit d'asile effectif et intégration réussie,0.94465953
"Oui, notre problème, ce sont les déboutés. Non, évidemment, nous ne voulons pas qu'ils restent sur le territoire national, et qu'en réalité ils viennent grossir le flux des clandestins qu'il faut soigner, nourrir, subventionner, j'en passe et des meilleures.Vous voulez faire de l'humanité, monsieur Balanant ?",48,48_mayotte_mahorais_immigration_comoriens,mayotte - mahorais - immigration - comoriens - gens - personnes - veulent - comores - clandestins - 000,0.025164530475618504,False,67103,Marine Le Pen,NI,2018-04-19,46,Avocate,article 5,immigration maîtrisée droit d'asile effectif et intégration réussie > article 5,"Oui, notre problème, ce sont les déboutés. Non, évidemment, nous ne voulons pas qu'ils restent sur le territoire national, et qu'en réalité ils viennent grossir le flux des clandestins qu'il faut soigner, nourrir, subventionner, j'en passe et des meilleures.Vous voulez faire de l'humanité, monsieur Balanant ?",F,0.6585365853658537,2.0,Article X,immigration maîtrisée droit d'asile effectif et intégration réussie,0.9640363
… pour que ce soit aux guichets situés dans nos ambassades et nos consulats dans n'importe quel pays du monde que ces personnes puissent déposer leur demande d'asile.,17,17_asile_demandes_nationalité_pays,asile - demandes - nationalité - pays - france - étrangers - étranger - réfugié - française - territoire,0.20188201614334855,False,67104,Marine Le Pen,NI,2018-04-19,28,Avocate,article 5,immigration maîtrisée droit d'asile effectif et intégration réussie > article 5,… pour que ce soit aux guichets situés dans nos ambassades et nos consulats dans n'importe quel pays du monde que ces personnes puissent déposer leur demande d'asile.,F,0.6585365853658537,2.0,Article X,immigration maîtrisée droit d'asile effectif et intégration réussie,0.9868919
"Il pourra déposer un dossier très tranquillement, n'importe où sur sa route, et il y aura beaucoup moins de morts en Méditerranée, …",17,17_asile_demandes_nationalité_pays,asile - demandes - nationalité - pays - france - étrangers - étranger - réfugié - française - territoire,0.08482732519578591,False,67106,Marine Le Pen,NI,2018-04-19,23,Avocate,article 5,immigration maîtrisée droit d'asile effectif et intégration réussie > article 5,"Il pourra déposer un dossier très tranquillement, n'importe où sur sa route, et il y aura beaucoup moins de morts en Méditerranée, …",F,0.6585365853658537,2.0,Article X,immigration maîtrisée droit d'asile effectif et intégration réussie,0.97382927
"Gilbert Collard avait tout à fait raison tout à l'heure de rappeler les délais de recours qui existent pour les pourvois en appel en matière criminelle ainsi qu'en matière correctionnelle. Je parle bien d'affaires criminelles, ou qui emportent jusqu'à dix ans de prison : ce n'est pas rien !",3,3_délai_mois_jours_six,délai - mois - jours - six - ans - durée - délais - cinq - quatre - un,0.12682588505181674,False,67110,Marine Le Pen,NI,2018-04-19,49,Avocate,article 6,immigration maîtrisée droit d'asile effectif et intégration réussie > article 6,"Gilbert Collard avait tout à fait raison tout à l'heure de rappeler les délais de recours qui existent pour les pourvois en appel en matière criminelle ainsi qu'en matière correctionnelle. Je parle bien d'affaires criminelles, ou qui emportent jusqu'à dix ans de prison : ce n'est pas rien !",F,0.6585365853658537,2.0,Article X,immigration maîtrisée droit d'asile effectif et intégration réussie,0.99471647
"Une demande d'asile, par définition, est un acte lourd et réfléchi. Par conséquent, une fois débouté, le demandeur n'a pas besoin d'un délai pour décider de faire un recours. Cela me semble une évidence.C'est la raison pour laquelle, convaincue par les excellents arguments de Stéphane Mazars, je pense que même quinze jours sont trop longs. Sept jours sont largement suffisants,",3,3_délai_mois_jours_six,délai - mois - jours - six - ans - durée - délais - cinq - quatre - un,0.13522537547717467,False,67111,Marine Le Pen,NI,2018-04-19,60,Avocate,article 6,immigration maîtrisée droit d'asile effectif et intégration réussie > article 6,"Une demande d'asile, par définition, est un acte lourd et réfléchi. Par conséquent, une fois débouté, le demandeur n'a pas besoin d'un délai pour décider de faire un recours. Cela me semble une évidence.C'est la raison pour laquelle, convaincue par les excellents arguments de Stéphane Mazars, je pense que même quinze jours sont trop longs. Sept jours sont largement suffisants,",F,0.6585365853658537,2.0,Article X,immigration maîtrisée droit d'asile effectif et intégration réussie,0.98806924
"… les plus modestes, qui n'ont pas accès au logement et se retrouvent dans la rue. Les SDF sont de plus en plus nombreux, mais cela ne semble pas atteindre votre humanité.",12,12_logement_logements_pinel_construire,logement - logements - pinel - construire - ptz - marchands - sommeil - loger - propriété - plus,0.19738487236625604,False,67118,Marine Le Pen,NI,2018-04-20,32,Avocate,article 9,immigration maîtrisée droit d'asile effectif et intégration réussie > article 9,"… les plus modestes, qui n'ont pas accès au logement et se retrouvent dans la rue. Les SDF sont de plus en plus nombreux, mais cela ne semble pas atteindre votre humanité.",F,0.6585365853658537,2.0,Article X,immigration maîtrisée droit d'asile effectif et intégration réussie,0.9193797
"Mes chers collègues, ce type d'amendement est absolument irresponsable : 143 millions de personnes sont potentiellement concernées. Mais, madame Autain, où allez-vous les mettre, exactement ?",106,106_césar_répartis_amendement_absolument,césar - répartis - amendement - absolument - madame - réétudier - naïma - instruise - mondes - anesthésiés,0.06864628092066558,False,67121,Marine Le Pen,NI,2018-04-20,26,Avocate,après l'article 9,immigration maîtrisée droit d'asile effectif et intégration réussie > après l'article 9,"Mes chers collègues, ce type d'amendement est absolument irresponsable : 143 millions de personnes sont potentiellement concernées. Mais, madame Autain, où allez-vous les mettre, exactement ?",F,0.6585365853658537,2.0,après Article X,immigration maîtrisée droit d'asile effectif et intégration réussie,0.9686271
"Si je comprends bien votre amendement, il s'agit d'accorder le droit d'asile à ceux qui traversent la Libye, alors qu'ils viennent d'un autre pays, pour entrer en Europe. Là encore, c'est totalement irresponsable, car le meilleur moyen pour eux de rester en sécurité, c'est de rester dans leur pays d'origine.",17,17_asile_demandes_nationalité_pays,asile - demandes - nationalité - pays - france - étrangers - étranger - réfugié - française - territoire,0.27441444433733103,False,67125,Marine Le Pen,NI,2018-04-20,50,Avocate,après l'article 9,immigration maîtrisée droit d'asile effectif et intégration réussie > après l'article 9,"Si je comprends bien votre amendement, il s'agit d'accorder le droit d'asile à ceux qui traversent la Libye, alors qu'ils viennent d'un autre pays, pour entrer en Europe. Là encore, c'est totalement irresponsable, car le meilleur moyen pour eux de rester en sécurité, c'est de rester dans leur pays d'origine.",F,0.6585365853658537,2.0,après Article X,immigration maîtrisée droit d'asile effectif et intégration réussie,0.9491698
"Nous voterons évidemment cet amendement, pour une raison simple : c'est exactement le même que celui que nous avions déposé et que nous avons défendu tout à l'heure. Je note l'incohérence de nos collèges du groupe LR qui refusent de voter les amendements que nous déposons, mais déposent exactement les mêmes !",2,2_motion_renvoi_amendements_rejet,motion - renvoi - amendements - rejet - groupe - commission - nous - texte - républicains - préalable,0.07269388871014475,False,67136,Marine Le Pen,NI,2018-04-21,52,Avocate,après l'article 15,immigration maîtrisée droit d'asile effectif et intégration réussie > après l'article 15,"Nous voterons évidemment cet amendement, pour une raison simple : c'est exactement le même que celui que nous avions déposé et que nous avons défendu tout à l'heure. Je note l'incohérence de nos collèges du groupe LR qui refusent de voter les amendements que nous déposons, mais déposent exactement les mêmes !",F,0.6585365853658537,2.0,après Article X,immigration maîtrisée droit d'asile effectif et intégration réussie,0.93916285
"Je ne comprends pas pourquoi l'article 15 est rédigé ainsi, mais vous devriez alors considérer, monsieur le ministre d'État, que ne peuvent être expulsés que ceux qui ont commis un commencement d'exécution d'attentat ou de crime !",17,17_asile_demandes_nationalité_pays,asile - demandes - nationalité - pays - france - étrangers - étranger - réfugié - française - territoire,0.059398888932838685,False,67137,Marine Le Pen,NI,2018-04-21,37,Avocate,après l'article 15,immigration maîtrisée droit d'asile effectif et intégration réussie > après l'article 15,"Je ne comprends pas pourquoi l'article 15 est rédigé ainsi, mais vous devriez alors considérer, monsieur le ministre d'État, que ne peuvent être expulsés que ceux qui ont commis un commencement d'exécution d'attentat ou de crime !",F,0.6585365853658537,2.0,après Article X,immigration maîtrisée droit d'asile effectif et intégration réussie,0.829307
… et que l'un des premiers actes de Nicolas Sarkozy a précisément été de rendre quasiment inopérante la possibilité de renvoyer dans leur pays des gens qui sur notre territoire avaient commis des crimes ou des délits.,17,17_asile_demandes_nationalité_pays,asile - demandes - nationalité - pays - france - étrangers - étranger - réfugié - française - territoire,1.0,False,67141,Marine Le Pen,NI,2018-04-21,37,Avocate,après l'article 15,immigration maîtrisée droit d'asile effectif et intégration réussie > après l'article 15,… et que l'un des premiers actes de Nicolas Sarkozy a précisément été de rendre quasiment inopérante la possibilité de renvoyer dans leur pays des gens qui sur notre territoire avaient commis des crimes ou des délits.,F,0.6585365853658537,2.0,après Article X,immigration maîtrisée droit d'asile effectif et intégration réussie,0.9678928
"Revenons sur terre ; au-delà de ces grands discours guerriers, monsieur le ministre d'État, dites-nous comment les choses avancent du côté des Comores. Nos compatriotes Mahorais sont abandonnés à leur triste sort, livrés à l'insécurité et à l'invasion migratoire – j'utilise volontairement ce mot car il ne s'agit même plus d'une submersion, mais bien d'une invasion.",48,48_mayotte_mahorais_immigration_comoriens,mayotte - mahorais - immigration - comoriens - gens - personnes - veulent - comores - clandestins - 000,0.1999638194178542,False,67146,Marine Le Pen,NI,2018-04-21,56,Avocate,article 16,immigration maîtrisée droit d'asile effectif et intégration réussie > article 16,"Revenons sur terre ; au-delà de ces grands discours guerriers, monsieur le ministre d'État, dites-nous comment les choses avancent du côté des Comores. Nos compatriotes Mahorais sont abandonnés à leur triste sort, livrés à l'insécurité et à l'invasion migratoire – j'utilise volontairement ce mot car il ne s'agit même plus d'une submersion, mais bien d'une invasion.",F,0.6585365853658537,2.0,Article X,immigration maîtrisée droit d'asile effectif et intégration réussie,0.9192111
… mais personne ne s'intéresse à Mayotte dans cet hémicycle ! Il est vrai que certains considèrent que ce territoire est tellement éloigné qu'il faudrait peut-être même s'en séparer !,48,48_mayotte_mahorais_immigration_comoriens,mayotte - mahorais - immigration - comoriens - gens - personnes - veulent - comores - clandestins - 000,0.09707366650827569,False,67153,Marine Le Pen,NI,2018-04-21,30,Avocate,après l'article 18,immigration maîtrisée droit d'asile effectif et intégration réussie > après l'article 18,… mais personne ne s'intéresse à Mayotte dans cet hémicycle ! Il est vrai que certains considèrent que ce territoire est tellement éloigné qu'il faudrait peut-être même s'en séparer !,F,0.6585365853658537,2.0,après Article X,immigration maîtrisée droit d'asile effectif et intégration réussie,0.9661854
… de retirer la nationalité française à quelqu'un qui a commis contre la nation française et contre les Français des crimes aussi graves.,17,17_asile_demandes_nationalité_pays,asile - demandes - nationalité - pays - france - étrangers - étranger - réfugié - française - territoire,1.0,False,67167,Marine Le Pen,NI,2018-04-22,23,Avocate,après l'article 33 bis,immigration maîtrisée droit d'asile effectif et intégration réussie > après l'article 33 bis,… de retirer la nationalité française à quelqu'un qui a commis contre la nation française et contre les Français des crimes aussi graves.,F,0.6585365853658537,2.0,après Article X bis,immigration maîtrisée droit d'asile effectif et intégration réussie,0.9463817
"Car si l'État décide de prendre en charge les 2 milliards d'euros que cela coûte, ce sont bien évidemment les impôts des Français qui vont devoir combler ce nouveau puits sans fond.Je vais vous parler de priorité nationale.",22,22_euros_milliards_millions_fonds,euros - milliards - millions - fonds - innovation - budget - moins - 250 - collectivités - état,1.0,True,67169,Marine Le Pen,NI,2018-04-22,38,Avocate,après l'article 33 bis,immigration maîtrisée droit d'asile effectif et intégration réussie > après l'article 33 bis,"Car si l'État décide de prendre en charge les 2 milliards d'euros que cela coûte, ce sont bien évidemment les impôts des Français qui vont devoir combler ce nouveau puits sans fond.Je vais vous parler de priorité nationale.",F,0.6585365853658537,2.0,après Article X bis,immigration maîtrisée droit d'asile effectif et intégration réussie,0.38225928
"Monsieur Mélenchon, il faudra bien qu'un jour vous ouvriez les yeux sur ce qui se passe dans notre pays, …",88,88_mélenchon_luc_jean_monsieur,mélenchon - luc - jean - monsieur - écoutons - je - président - écouté - ancien - plaisir,0.28563695780464005,False,67176,Marine Le Pen,NI,2018-04-22,20,Avocate,après l'article 33 bis,immigration maîtrisée droit d'asile effectif et intégration réussie > après l'article 33 bis,"Monsieur Mélenchon, il faudra bien qu'un jour vous ouvriez les yeux sur ce qui se passe dans notre pays, …",F,0.6585365853658537,2.0,après Article X bis,immigration maîtrisée droit d'asile effectif et intégration réussie,0.3213548
"Non, madame, il ne le fait pas car la diffamation – mais probablement connaissez-vous mal ce sujet – est l'imputation d'un fait précis de nature à porter atteinte à l'honneur et à la considération, et qui, précisément, fait l'objet d'une offre de preuve. C'est quelque chose que l'on peut prouver ou que l'on ne prouve pas, mais qui n'est pas « vraisemblable ».",103,103_fausse_infractions_éléments_vraisemblable,fausse - infractions - éléments - vraisemblable - information - fraude - définition - expressément - asile - preuve,1.0,False,67188,Marine Le Pen,NI,2018-06-07,63,Avocate,article 1er,lutte contre la manipulation de l'information > article 1er,"Non, madame, il ne le fait pas car la diffamation – mais probablement connaissez-vous mal ce sujet – est l'imputation d'un fait précis de nature à porter atteinte à l'honneur et à la considération, et qui, précisément, fait l'objet d'une offre de preuve. C'est quelque chose que l'on peut prouver ou que l'on ne prouve pas, mais qui n'est pas « vraisemblable ».",F,0.6585365853658537,2.0,Article Xer,lutte contre la manipulation de l'information,0.5452774
Vous êtes pour la censure de ceux qui ne pensent pas comme vous ! Vous êtes comme les autres !,35,35_idéologie_vous_insulter_on,idéologie - vous - insulter - on - parce - religion - votre - israël - coupe - gauche,0.20889490934534904,False,67190,Marine Le Pen,NI,2018-06-07,20,Avocate,article 1er,lutte contre la manipulation de l'information > article 1er,Vous êtes pour la censure de ceux qui ne pensent pas comme vous ! Vous êtes comme les autres !,F,0.6585365853658537,2.0,Article Xer,lutte contre la manipulation de l'information,0.7214915
"C'est malheureux, parce que je crois que vous avez pourtant fréquenté la 17e chambre. Or des journalistes y sont condamnés presque chaque jour, pour diffamation.",135,135_310_socialiste_députés_connu,310 - socialiste - députés - connu - jugeront - lamenter - culotte - coûtant - collent - apercevrez,1.0,True,67196,Marine Le Pen,NI,2018-06-07,25,Avocate,article 1er,lutte contre la manipulation de l'information > article 1er,"C'est malheureux, parce que je crois que vous avez pourtant fréquenté la 17e chambre. Or des journalistes y sont condamnés presque chaque jour, pour diffamation.",F,0.6585365853658537,2.0,Article Xer,lutte contre la manipulation de l'information,0.17217548
Je m'étonne que vous deveniez la ministre de la censure – certes avec le sourire et beaucoup de décontraction.Que n'entendrions-nous pas si Erdogan faisait voter un texte pareil !,97,97_censure_motion_animer_débat,censure - motion - animer - débat - critiquer - président - véritable - déposer - traités - constitutionnelle,1.0,False,67201,Marine Le Pen,NI,2018-06-07,29,Avocate,article 1er,lutte contre la manipulation de l'information > article 1er,Je m'étonne que vous deveniez la ministre de la censure – certes avec le sourire et beaucoup de décontraction.Que n'entendrions-nous pas si Erdogan faisait voter un texte pareil !,F,0.6585365853658537,2.0,Article Xer,lutte contre la manipulation de l'information,0.13562909
"L'instauration d'un dispositif judiciaire spécifique et permanent me semble indispensable dans ce combat. En effet, plutôt que de gérer judiciairement l'après attentat, ce parquet aurait comme principale mission d'empêcher des attentats par des enquêtes préliminaires.",52,52_sécurité_cybersécurité_sûreté_répression,sécurité - cybersécurité - sûreté - répression - précaution - terroristes - concitoyens - menace - composée - responsabiliser,0.04124995281937466,False,67214,Marine Le Pen,NI,2018-06-19,35,Avocate,discussion générale,moyens nécessaires à la participation du ministère de la justice à l'effort national de lutte contre le terrorisme > discussion générale,"L'instauration d'un dispositif judiciaire spécifique et permanent me semble indispensable dans ce combat. En effet, plutôt que de gérer judiciairement l'après attentat, ce parquet aurait comme principale mission d'empêcher des attentats par des enquêtes préliminaires.",F,0.6585365853658537,2.0,discussion générale,moyens nécessaires à la participation du ministère de la justice à l'effort national de lutte contre le terrorisme,0.9636673
"Un procureur national, c'est l'assurance d'avoir une personne totalement investie dans la lutte antiterrorisme, les attributions actuelles du procureur de Paris étant trop larges.",52,52_sécurité_cybersécurité_sûreté_répression,sécurité - cybersécurité - sûreté - répression - précaution - terroristes - concitoyens - menace - composée - responsabiliser,0.05947583542511815,False,67215,Marine Le Pen,NI,2018-06-19,24,Avocate,discussion générale,moyens nécessaires à la participation du ministère de la justice à l'effort national de lutte contre le terrorisme > discussion générale,"Un procureur national, c'est l'assurance d'avoir une personne totalement investie dans la lutte antiterrorisme, les attributions actuelles du procureur de Paris étant trop larges.",F,0.6585365853658537,2.0,discussion générale,moyens nécessaires à la participation du ministère de la justice à l'effort national de lutte contre le terrorisme,0.95809126
